MB214 Q0 305848278581387265 1 10.295075 2013-2014-baseline# TResult(id:305848278581387265, rsv:10.295075416564941, screen_name:cincottapeter, epoch:1361754886, text:@gallit_z Common Core is a U.S. thing.  Common standards for math and english/language arts.  We are in the middle of the transition now., followers_count:254, statuses_count:1465, lang:null, in_reply_to_status_id:305847516530884609, in_reply_to_user_id:183925841, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 310675989627809792 2491 3.961059 2013-2014-baseline# TResult(id:310675989627809792, rsv:3.9610588550567627, screen_name:FindAppleDeals, epoch:1362905902, text:#apple APPLE MACBOOK 2.4GHZ CORE 2 DUO 160GB 2GB SUPERDRIVE LION  http://t.co/f3dnn4OO91, followers_count:0, statuses_count:112751, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 300967576769556480 2492 3.961059 2013-2014-baseline# TResult(id:300967576769556480, rsv:3.9610588550567627, screen_name:jsetnicky, epoch:1360591236, text:@klpilgrim24 usually 1 either energy or fat burner. I added red hot core twice., followers_count:115, statuses_count:142, lang:null, in_reply_to_status_id:300966499550642176, in_reply_to_user_id:273572204, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 300975101313179649 2493 3.961059 2013-2014-baseline# TResult(id:300975101313179649, rsv:3.9610588550567627, screen_name:Zach_fusionfarm, epoch:1360593030, text:Five core elements to a social media plan template http://t.co/CIOEfi9a via @fusionfarm, followers_count:309, statuses_count:122, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 300971624272908289 2494 3.961059 2013-2014-baseline# TResult(id:300971624272908289, rsv:3.9610588550567627, screen_name:AicaGroup1, epoch:1360592201, text:TrapOil chief says Trent East gas project could become a ‘core asset’ http://t.co/oija2Vhi, followers_count:586, statuses_count:2838, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 315477435875471360 2495 3.961059 2013-2014-baseline# TResult(id:315477435875471360, rsv:3.9610588550567627, screen_name:djravindra92, epoch:1364050656, text:IF ANYBODY IS CORED THEN YOU TALK WITH ME...:), followers_count:517, statuses_count:1165, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 308415301689679872 2496 3.961059 2013-2014-baseline# TResult(id:308415301689679872, rsv:3.9610588550567627, screen_name:C0URTNEEEYY, epoch:1362366912, text:Monday and Tuesday I'm bumming it hard core. Probably Wednesday Thursday and Friday too..., followers_count:151, statuses_count:22692, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 299685638066819072 2497 3.961059 2013-2014-baseline# TResult(id:299685638066819072, rsv:3.9610588550567627, screen_name:ProfessorU, epoch:1360285598, text:Lillian Cunningham on leadership: #BoyScouts of America and the dismantling of core values http://t.co/LGTBf1JY, followers_count:385, statuses_count:6819, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 316431291941810176 2498 3.961059 2013-2014-baseline# TResult(id:316431291941810176, rsv:3.9610588550567627, screen_name:LoRinaLovee, epoch:1364278073, text:Nice dinner followed by a foot massage... ahh yes #spoiledrotten to the core lol, followers_count:388, statuses_count:12845, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 308411908514521088 2499 3.961059 2013-2014-baseline# TResult(id:308411908514521088, rsv:3.9610588550567627, screen_name:desdunlap, epoch:1362366103, text:Where can I find a compatible hard core punk kid with dashing good looks., followers_count:103, statuses_count:11431, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 308425472897863680 2500 3.961059 2013-2014-baseline# TResult(id:308425472897863680, rsv:3.9610588550567627, screen_name:The_DViator, epoch:1362369337, text:Fuck It! These new Internet Packs just suck to the core x-( #Docomo, followers_count:229, statuses_count:10162, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 310667370320498688 2501 3.961059 2013-2014-baseline# TResult(id:310667370320498688, rsv:3.9610588550567627, screen_name:Hendrablood, epoch:1362903847, text:oi oi oi RT @tigorrollins1: We must be united PUNK CORE...... http://t.co/Q2yMaEeYZI, followers_count:94, statuses_count:4197, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 307601770320908288 2502 3.961059 2013-2014-baseline# TResult(id:307601770320908288, rsv:3.9610588550567627, screen_name:VG247, epoch:1362172951, text:Guilty Gear XX Accent Core Plus R heading westward - http://t.co/DYIgEEtfzC, followers_count:43, statuses_count:46222, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 298770029904793600 2503 3.961059 2013-2014-baseline# TResult(id:298770029904793600, rsv:3.9610588550567627, screen_name:Haq___98, epoch:1360067300, text:@nurlailinabilah  Neurons are the core components of the nervous system??, followers_count:135, statuses_count:2736, lang:en, in_reply_to_status_id:298769677625212928, in_reply_to_user_id:78876027, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 298772647142109186 2504 3.961059 2013-2014-baseline# TResult(id:298772647142109186, rsv:3.9610588550567627, screen_name:GTKABAL, epoch:1360067924, text:Mutual Core (Matthew Herbert's Teutonic Plates Mix) Bjork Bastards  http://t.co/0DzhLk84 ♫, followers_count:271, statuses_count:9856, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 298774182248976384 2505 3.961059 2013-2014-baseline# TResult(id:298774182248976384, rsv:3.9610588550567627, screen_name:Jake_Adams13, epoch:1360068290, text:@AfterShokz  Heard good things from Core Bike about AfterShokz? http://t.co/jbo796Bg, followers_count:149, statuses_count:225, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 307528453865996288 2506 3.961059 2013-2014-baseline# TResult(id:307528453865996288, rsv:3.9610588550567627, screen_name:cornellsun, epoch:1362155471, text:Fashion Friday: Cornell's Core (Fashionable) Four #ThePulse #FashionFriday http://t.co/gJiWOZGGu4, followers_count:184, statuses_count:7956, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 313982363631759360 2507 3.961059 2013-2014-baseline# TResult(id:313982363631759360, rsv:3.9610588550567627, screen_name:akinremit, epoch:1363694203, text:CAQH – CORE Education for Participating Health Care Industry Organizations http://t.co/9r5DNhgPtP, followers_count:2000, statuses_count:6323, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 307525530423554050 2508 3.961059 2013-2014-baseline# TResult(id:307525530423554050, rsv:3.9610588550567627, screen_name:559Pk, epoch:1362154774, text:Dam my chest! Triceps!  &amp; core is sore, followers_count:114, statuses_count:4727, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 310691168805584897 2509 3.961059 2013-2014-baseline# TResult(id:310691168805584897, rsv:3.9610588550567627, screen_name:BabakaSethu, epoch:1362909521, text:#chatroom heart hitting. Straight to the core of the issues with people involved., followers_count:868, statuses_count:977, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 313974138618396672 2510 3.961059 2013-2014-baseline# TResult(id:313974138618396672, rsv:3.9610588550567627, screen_name:sandracharlez, epoch:1363692242, text:@vispen91 Peanut butter me up - Ben&amp;Jerrys core, followers_count:76, statuses_count:922, lang:null, in_reply_to_status_id:313847771885096960, in_reply_to_user_id:118403941, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 305999646843629569 2511 3.961059 2013-2014-baseline# TResult(id:305999646843629569, rsv:3.9610588550567627, screen_name:brittsnowhuh, epoch:1361790975, text:@adam_levinelove are you in mrs arthurs core class????, followers_count:330, statuses_count:36566, lang:null, in_reply_to_status_id:305998799044763648, in_reply_to_user_id:1077937405, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 313719263330447360 2512 3.961059 2013-2014-baseline# TResult(id:313719263330447360, rsv:3.9610588550567627, screen_name:lightbryt, epoch:1363631475, text:The 20 Minute Killer Core Workout Video!: http://t.co/Rf7qNLaE4A via @youtube, followers_count:126, statuses_count:2034, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 315886065980424193 2513 3.961059 2013-2014-baseline# TResult(id:315886065980424193, rsv:3.9610588550567627, screen_name:Pro_Apps, epoch:1364148081, text:#Business - Outsource your Non-core &amp; Repeating to us. #Outsourcing, followers_count:71, statuses_count:429, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 308982904258703360 2514 3.961059 2013-2014-baseline# TResult(id:308982904258703360, rsv:3.9610588550567627, screen_name:fredriktukk, epoch:1362502239, text:The core competence of Maersk Training Center illustrated in this great movie! http://t.co/dvVunQDpOl, followers_count:22, statuses_count:22, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 308984774930874368 2515 3.961059 2013-2014-baseline# TResult(id:308984774930874368, rsv:3.9610588550567627, screen_name:FindAppleDeals, epoch:1362502685, text:#apple Apple Macbook 2.1Ghz Core 2 Duo 1GB/120GB Combo Wifi http://t.co/rZk9BEFgwy, followers_count:0, statuses_count:108345, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 298696470184468480 2516 3.961059 2013-2014-baseline# TResult(id:298696470184468480, rsv:3.9610588550567627, screen_name:ChingonCalderon, epoch:1360049762, text:@kaweenacerros you never hit a nigga up. I did core workouts felt great., followers_count:514, statuses_count:12642, lang:en, in_reply_to_status_id:298696365792452608, in_reply_to_user_id:486254933, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 307534023918489600 2517 3.961059 2013-2014-baseline# TResult(id:307534023918489600, rsv:3.9610588550567627, screen_name:tayybabyy61, epoch:1362156799, text:People judge me hard core when they first meet me. #ipromise #imnotthatmean 😔, followers_count:201, statuses_count:228, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 302510854149115904 2518 3.961059 2013-2014-baseline# TResult(id:302510854149115904, rsv:3.9610588550567627, screen_name:AllTheBestNews, epoch:1360959182, text:#SageSoftware Sells Off $100M In “Non-Core CRM” Assets In Attempt To Reinvent Itself http://t.co/ztlvXTL3, followers_count:328, statuses_count:233841, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 300149121224945664 2519 3.961059 2013-2014-baseline# TResult(id:300149121224945664, rsv:3.9610588550567627, screen_name:vanhollahback, epoch:1360396101, text:Aren't you sometimes just in the mood to hard core subtweet? #mustrefrain, followers_count:106, statuses_count:1908, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 310003797885874177 2520 3.961059 2013-2014-baseline# TResult(id:310003797885874177, rsv:3.9610588550567627, screen_name:MarketingDonut, epoch:1362745639, text:What's the difference between brand core and brand identity? http://t.co/QektowzZgd A Donut FAQ, followers_count:6740, statuses_count:23613, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 304926408348684289 2521 3.961059 2013-2014-baseline# TResult(id:304926408348684289, rsv:3.9610588550567627, screen_name:_zoetaylor, epoch:1361535095, text:Im frozen to the core. Catching the bus home after work may kill me #farewell, followers_count:178, statuses_count:944, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 299899677594247168 2522 3.961059 2013-2014-baseline# TResult(id:299899677594247168, rsv:3.9610588550567627, screen_name:TomasSinka, epoch:1360336629, text:HP dc5850 AMD PHENOM 8600B TRIPLE CORE 2.3GHz/2GB 120GB HDD A6136 http://t.co/jwb42nG7, followers_count:1074, statuses_count:32610, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 306252613693878272 2523 3.961059 2013-2014-baseline# TResult(id:306252613693878272, rsv:3.9610588550567627, screen_name:myFREEiPad, epoch:1361851287, text:ASUS unveils quad-core PadFone Infinity smartphone with 5-inch HD display http://t.co/wocx1M3Ba1, followers_count:1869, statuses_count:17600, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 306252764701413377 2524 3.961059 2013-2014-baseline# TResult(id:306252764701413377, rsv:3.9610588550567627, screen_name:naughtymmos, epoch:1361851323, text:Armored Core V - Design Corner Anti BR-Heavy: http://t.co/1MvIQMa3Fc via @YouTube, followers_count:1949, statuses_count:6731, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 310010206748823552 2525 3.961059 2013-2014-baseline# TResult(id:310010206748823552, rsv:3.9610588550567627, screen_name:noobFucker02, epoch:1362747167, text:I liked a @YouTube video from @hikakinbeatbox http://t.co/MduNzLAKno DUBSTEP BEATBOX - HARD CORE, followers_count:16, statuses_count:25, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 313323354599854082 2526 3.961059 2013-2014-baseline# TResult(id:313323354599854082, rsv:3.9610588550567627, screen_name:nadine_akari, epoch:1363537083, text:Sela just favorited a tweet from five days ago... Someone hard core creepin., followers_count:351, statuses_count:21578, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 306260616417509376 2527 3.961059 2013-2014-baseline# TResult(id:306260616417509376, rsv:3.9610588550567627, screen_name:jobsforexpats, epoch:1361853195, text:Mobile Packet Core Network Engineer for Guatemala - Not Specified Guatemala http://t.co/QkmMkVKBwx  #jobsearch #abroad, followers_count:1, statuses_count:23773, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 307014165086736385 2528 3.961059 2013-2014-baseline# TResult(id:307014165086736385, rsv:3.9610588550567627, screen_name:Anit808, epoch:1362032855, text:@fgouw your legs hurt? How can? It's your second core., followers_count:598, statuses_count:9455, lang:null, in_reply_to_status_id:307003319090548736, in_reply_to_user_id:20955677, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 307017042366713857 2529 3.961059 2013-2014-baseline# TResult(id:307017042366713857, rsv:3.9610588550567627, screen_name:somit09, epoch:1362033541, text:#budget2013: post offices to offer core banking solutions-532 crore earmarked, followers_count:127, statuses_count:959, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 316294716989771776 2530 3.961059 2013-2014-baseline# TResult(id:316294716989771776, rsv:3.9610588550567627, screen_name:BriChmel, epoch:1364245511, text:We had quite a few hard core supervisors this weekend during the sod installation... http://t.co/JJcqFJRkRw, followers_count:57, statuses_count:364, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 306258842256277505 2531 3.961059 2013-2014-baseline# TResult(id:306258842256277505, rsv:3.9610588550567627, screen_name:HTML_Jobs, epoch:1361852772, text:Virtuemart Core Change AND Extension Creation by sbrantiii - http://t.co/TrJopBzapy, followers_count:6, statuses_count:13212, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 313331034391470081 2532 3.961059 2013-2014-baseline# TResult(id:313331034391470081, rsv:3.9610588550567627, screen_name:pennygalvin, epoch:1363538914, text:I will forever judge those who eat the core of an apple #freaks, followers_count:224, statuses_count:7251, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 307013946995519488 2533 3.961059 2013-2014-baseline# TResult(id:307013946995519488, rsv:3.9610588550567627, screen_name:Its_Lola2U, epoch:1362032803, text:Lately I been sippin wine but I need some hard core shit no lie 😁, followers_count:439, statuses_count:15509, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 307010495083315202 2534 3.961059 2013-2014-baseline# TResult(id:307010495083315202, rsv:3.9610588550567627, screen_name:Dare_Direct, epoch:1362031980, text:I liked a @YouTube video http://t.co/hS7WmdNTeT "core" by Dare Stock, followers_count:97, statuses_count:3562, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 307011178763272192 2535 3.961059 2013-2014-baseline# TResult(id:307011178763272192, rsv:3.9610588550567627, screen_name:masterc0mmand3r, epoch:1362032143, text:Its actually the core temp of the sun in there., followers_count:47, statuses_count:7962, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 315589801279643649 2536 3.961059 2013-2014-baseline# TResult(id:315589801279643649, rsv:3.9610588550567627, screen_name:MetalMama2011, epoch:1364077446, text:@omahabe2 @Marble300 @Im4theUSA @tenfour8047 @SimmonsBart @soccbballmom @dboylopez142 @sgaut Corrupted to the core, followers_count:1491, statuses_count:10486, lang:null, in_reply_to_status_id:315588397165051904, in_reply_to_user_id:1018957536, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 299536094351990786 2537 3.961059 2013-2014-baseline# TResult(id:299536094351990786, rsv:3.9610588550567627, screen_name:shellyxoxo4, epoch:1360249944, text:Thinking hard core 👶👼 #babyme #oldhouse #indonesia #dress #pink #hat #swagger #daddywashingcar #four… http://t.co/687ndNu6, followers_count:64, statuses_count:1038, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 299543178539843584 2538 3.961059 2013-2014-baseline# TResult(id:299543178539843584, rsv:3.9610588550567627, screen_name:ericaaarosales, epoch:1360251633, text:@HenryLVE lol you already know I see you starting hard core, followers_count:268, statuses_count:8918, lang:en, in_reply_to_status_id:299543004518182913, in_reply_to_user_id:256294370, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 305632364225245184 2539 3.961059 2013-2014-baseline# TResult(id:305632364225245184, rsv:3.9610588550567627, screen_name:supernews0218, epoch:1361703408, text:Google 正式發佈 Chromebook Pixel：1.8GHz Core i5 處理器，2,560 x 1,700 解析度觸控螢幕 http://t.co/K2QNkDhvkO, followers_count:1, statuses_count:227, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 300954595398647809 2540 3.961059 2013-2014-baseline# TResult(id:300954595398647809, rsv:3.9610588550567627, screen_name:TaraMedium35117, epoch:1360588141, text:From the very core of our being, we desire contentment, followers_count:0, statuses_count:123, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 304275339100696576 2541 3.961059 2013-2014-baseline# TResult(id:304275339100696576, rsv:3.9610588550567627, screen_name:Rhellion, epoch:1361379868, text:@DrakePoldragon @ChildofFang but would that copy the "does not count as core"?, followers_count:315, statuses_count:12340, lang:null, in_reply_to_status_id:304275076428230657, in_reply_to_user_id:210513435, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 310430140490452992 2542 3.961059 2013-2014-baseline# TResult(id:310430140490452992, rsv:3.9610588550567627, screen_name:retropedia, epoch:1362847287, text:@OkRange_ have you seen an MC cut for Music Core anywhere?, followers_count:330, statuses_count:51830, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 312546447881031680 2543 3.961059 2013-2014-baseline# TResult(id:312546447881031680, rsv:3.9610588550567627, screen_name:loayuk, epoch:1363351854, text:@DaliaNegm yenfa3 dual core kaman 3ashan tob2y processor belmarah ??, followers_count:1980, statuses_count:11969, lang:null, in_reply_to_status_id:312546180485758976, in_reply_to_user_id:84822259, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 312547060257804288 2544 3.961059 2013-2014-baseline# TResult(id:312547060257804288, rsv:3.9610588550567627, screen_name:miles_jenny, epoch:1363352000, text:#Forex: Core CPI, minus food and energy, rises 0.2% http://t.co/md3wckzjMJ http://t.co/KYxtIYOlN5, followers_count:30, statuses_count:37099, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 305627008099024897 2545 3.961059 2013-2014-baseline# TResult(id:305627008099024897, rsv:3.9610588550567627, screen_name:Francky94320, epoch:1361702131, text:Putin ya d'pub tte ls 5 mn y son hard core, followers_count:37, statuses_count:65, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 303443700913160192 2546 3.961059 2013-2014-baseline# TResult(id:303443700913160192, rsv:3.9610588550567627, screen_name:LC_Ailee, epoch:1361181590, text:@LC_Myungsoo Music Core. :) M Countdown or Music Bank?, followers_count:119, statuses_count:5975, lang:null, in_reply_to_status_id:303266495415324673, in_reply_to_user_id:1041276042, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 303688597914124288 2547 3.961059 2013-2014-baseline# TResult(id:303688597914124288, rsv:3.9610588550567627, screen_name:forestjournal, epoch:1361239978, text:「 Best China Quad-core Android Tablet – ASUS TF300T」-kevinさん- http://t.co/WF3DF8sP, followers_count:51, statuses_count:141591, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 304279973827600385 2548 3.961059 2013-2014-baseline# TResult(id:304279973827600385, rsv:3.9610588550567627, screen_name:tgiakie, epoch:1361380973, text:&lt;~~~~Maintain your stainless core inside and love passionately......, followers_count:987, statuses_count:6216, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 304288274317471745 2549 3.961059 2013-2014-baseline# TResult(id:304288274317471745, rsv:3.9610588550567627, screen_name:TJobsEnergy, epoch:1361382952, text:Assistant Rig Manager - Aberdeen - Core Consulting #energy #oil #gas http://t.co/hEmStyQe, followers_count:8, statuses_count:564, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 304440347222757378 2550 3.961059 2013-2014-baseline# TResult(id:304440347222757378, rsv:3.9610588550567627, screen_name:JSpargs, epoch:1361419209, text:@B_Millaa had an 8 core, it wasn't anything to brag about., followers_count:192, statuses_count:10206, lang:null, in_reply_to_status_id:304439608484196352, in_reply_to_user_id:226739007, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 304285896176455680 2551 3.961059 2013-2014-baseline# TResult(id:304285896176455680, rsv:3.9610588550567627, screen_name:rubygems, epoch:1361382385, text:hobo_support (2.0.0.pre10): http://t.co/J8doIfYi Core Ruby extensions from the Hobo project, followers_count:2, statuses_count:213772, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 304287766806659073 2552 3.961059 2013-2014-baseline# TResult(id:304287766806659073, rsv:3.9610588550567627, screen_name:Candice_Wrench, epoch:1361382831, text:Lenovo ThinkPad 15.6&amp;quot; Core I7 500GB Notebook http://t.co/zFZtJ5W9, followers_count:337, statuses_count:4170, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 310422989189558273 2553 3.961059 2013-2014-baseline# TResult(id:310422989189558273, rsv:3.9610588550567627, screen_name:GoAndroidMarket, epoch:1362845582, text:Neo N003 Brings A Quad-core CPU and 1080p Screen For Less ..., followers_count:10, statuses_count:38601, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 304453232133025793 2554 3.961059 2013-2014-baseline# TResult(id:304453232133025793, rsv:3.9610588550567627, screen_name:SarahMarieJone3, epoch:1361422281, text:The apple of you eye, a rotten core inside., followers_count:126, statuses_count:4832, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 307828963160514561 2555 3.961059 2013-2014-baseline# TResult(id:307828963160514561, rsv:3.9610588550567627, screen_name:cchukudebelu, epoch:1362227118, text:@oluwafemiope You've got to know what to outsource, you don't outsource your core competency., followers_count:81, statuses_count:12677, lang:null, in_reply_to_status_id:307828118851297280, in_reply_to_user_id:134822828, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 307825389638672384 2556 3.961059 2013-2014-baseline# TResult(id:307825389638672384, rsv:3.9610588550567627, screen_name:Prince_eMVee, epoch:1362226266, text:I could do with some hard core rap now... *Lights One Up*, followers_count:149, statuses_count:1678, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 305332081431568385 2557 3.961059 2013-2014-baseline# TResult(id:305332081431568385, rsv:3.9610588550567627, screen_name:Seaphosphenes, epoch:1361631815, text:@ynamargarita yeah me too! Grabe na flip over hard core driving skills naman, followers_count:79, statuses_count:5407, lang:null, in_reply_to_status_id:305327016058691584, in_reply_to_user_id:369806465, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 305334732198137857 2558 3.961059 2013-2014-baseline# TResult(id:305334732198137857, rsv:3.9610588550567627, screen_name:iFoolXGambler, epoch:1361632447, text:@unlimited_ghost //-stabs the core of a S-Type Nova-, followers_count:882, statuses_count:43950, lang:null, in_reply_to_status_id:305334368426143745, in_reply_to_user_id:492905987, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
