MB147 Q0 318021105094897665 1 8.510438 2013-2013-baseline# TResult(id:318021105094897665, rsv:8.510437965393066, screen_name:ItsZakGodard, epoch:1364657114, text:The Victoria Secret commercials make commercials worth watching., followers_count:623, statuses_count:8101, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 315306383803310080 2982 5.256553 2013-2013-baseline# TResult(id:315306383803310080, rsv:5.256552696228027, screen_name:byvictoriapink, epoch:1364009874, text:More Victoria Secret PINK faves from our Ebay Store.  Love in PINK, Live in PINK! http://t.co/oWQTE6iAll, followers_count:35, statuses_count:246, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 297589098418429952 2983 5.256553 2013-2013-baseline# TResult(id:297589098418429952, rsv:5.256552696228027, screen_name:nglungcheung123, epoch:1359785744, text:Victoria's Secret model Erin Heatherton has an unexpected co-star for her latest swimwear shoot http://t.co/p0TCa4iO via @MailOnline, followers_count:2, statuses_count:12, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 309417375453822977 2984 5.256553 2013-2013-baseline# TResult(id:309417375453822977, rsv:5.256552696228027, screen_name:karlyjo19, epoch:1362605825, text:To add to that, I honestly want every single Victoria Secret bikini they have. #NotKidding #WishIWas #WheresMyVisa, followers_count:312, statuses_count:12716, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 306627991314767873 2985 5.256553 2013-2013-baseline# TResult(id:306627991314767873, rsv:5.256552696228027, screen_name:claire_noelle96, epoch:1361940784, text:It would be really fabulous if the bras from the Victoria's Secret Fabulous collection didn't cost a trillion dollars, followers_count:66, statuses_count:307, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 300058050335735808 2986 5.256553 2013-2013-baseline# TResult(id:300058050335735808, rsv:5.256552696228027, screen_name:buckley_grant, epoch:1360374388, text:Can't sleep and ended up watching Victoria's Secret fashion show....again! Why why why why?, followers_count:524, statuses_count:1985, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 300053927297175552 2987 5.256553 2013-2013-baseline# TResult(id:300053927297175552, rsv:5.256552696228027, screen_name:howkidrauhls, epoch:1360373405, text:i wanna see victoria secret with ya hair down nice all you gotta say, say yes ;), followers_count:115, statuses_count:1728, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 303778335039819776 2988 5.256553 2013-2013-baseline# TResult(id:303778335039819776, rsv:5.256552696228027, screen_name:fashionsale365, epoch:1361261373, text:#4: Victoria's Secret Amber Romance Body Mist (New Look) 8.4 oz http://t.co/YG7Kk8mM #fragrance, followers_count:2, statuses_count:49860, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 317272321188585473 2989 5.256553 2013-2013-baseline# TResult(id:317272321188585473, rsv:5.256552696228027, screen_name:JamesTravel407, epoch:1364478590, text:Whoever created the Pink line for Victoria secret had to a guy because pink is another word for pussy #genius, followers_count:40, statuses_count:432, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 305814652883972096 2990 5.256553 2013-2013-baseline# TResult(id:305814652883972096, rsv:5.256552696228027, screen_name:AimeeDoll23, epoch:1361746869, text:This girl at Victoria secret said my hair looks cute in a messy bun... Shes deff lying! Lol, followers_count:288, statuses_count:6844, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 301385446871678976 2991 5.256553 2013-2013-baseline# TResult(id:301385446871678976, rsv:5.256552696228027, screen_name:1004_im, epoch:1360690864, text:Maroon 5 - Moves Like Jagger, Victoria's Secret Fashion Show Live Performance.mp4 http://t.co/ibpzo1wb @youtube 에서, followers_count:101, statuses_count:8758, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 306268468158812160 2992 5.256553 2013-2013-baseline# TResult(id:306268468158812160, rsv:5.256552696228027, screen_name:PLRezGurl, epoch:1361855067, text:#ThingsGirlsLike  Manicures Hair did Cute clothes/shoes Victorias secret A good sports bra #Southland Peanut butter M&amp;ms, followers_count:60, statuses_count:96, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 303317372633223169 2993 5.256553 2013-2013-baseline# TResult(id:303317372633223169, rsv:5.256552696228027, screen_name:cameronhirbodi, epoch:1361151471, text:I like Ne-Yo but he's making this #NBAAllStar show look like the Victoria Secret runway show, followers_count:207, statuses_count:17986, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 312186383638863872 2994 5.256553 2013-2013-baseline# TResult(id:312186383638863872, rsv:5.256552696228027, screen_name:SDransfield, epoch:1363266008, text:Excited for the new Victoria's Secret shop won't have to go all the to America now👙❤ #sad, followers_count:617, statuses_count:1193, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 312199239180640256 2995 5.256553 2013-2013-baseline# TResult(id:312199239180640256, rsv:5.256552696228027, screen_name:LuceFrater, epoch:1363269073, text:@RJWicks69 SOME IDIOT! Going to have to take a trip to Victoria's Secret after work now #destress, followers_count:189, statuses_count:5313, lang:null, in_reply_to_status_id:312191368179118080, in_reply_to_user_id:33893194, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 306237812020228097 2996 5.256553 2013-2013-baseline# TResult(id:306237812020228097, rsv:5.256552696228027, screen_name:casssbabyyyy, epoch:1361847758, text:having trouble finding cute bathing suits at Victoria's secret because they're ALL push up @bigboobprobs 😂 @loorreeaall, followers_count:324, statuses_count:11749, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 300499081376174080 2997 5.256553 2013-2013-baseline# TResult(id:300499081376174080, rsv:5.256552696228027, screen_name:sunsheila, epoch:1360479538, text:Victoria's Secret is my valentine 💗 sharing my free chocolates with kazandra_alys @_saraisitaaa and… http://t.co/OTUxDkhp, followers_count:188, statuses_count:1613, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 300492936716627970 2998 5.256553 2013-2013-baseline# TResult(id:300492936716627970, rsv:5.256552696228027, screen_name:somuchmakeup, epoch:1360478073, text:#cosmetics #makeup - NEW Victoria's Secret Beauty Rush Lip Gloss Sparkle Gloss Lip Shine Glamworthy http://t.co/FkGZf8fI, followers_count:0, statuses_count:16327, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 318098188009623552 2999 5.256553 2013-2013-baseline# TResult(id:318098188009623552, rsv:5.256552696228027, screen_name:sergioalchemy, epoch:1364675492, text:I just realized I bought my mom lotion and make up from Victoria's Secret. That's not awkward right?, followers_count:75, statuses_count:379, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 299601575809269761 3000 5.256553 2013-2013-baseline# TResult(id:299601575809269761, rsv:5.256552696228027, screen_name:sophieirons, epoch:1360265556, text:There's a Victorias Secret in London. How the hell did I not know about this  #needtogo, followers_count:247, statuses_count:2121, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 306969659331182592 3001 5.256553 2013-2013-baseline# TResult(id:306969659331182592, rsv:5.256552696228027, screen_name:paunev, epoch:1362022244, text:Don't pretend to find a girl like Victoria's Secret's models, if you aren't like Calvin Klein's models., followers_count:675, statuses_count:2985, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 314415391982108672 3002 5.256553 2013-2013-baseline# TResult(id:314415391982108672, rsv:5.256552696228027, screen_name:byvictoriapink, epoch:1363797445, text:More Victoria Secret PINK faves from our Ebay Store.  Love in PINK, Live in PINK! http://t.co/Q2rVJ7nQZq, followers_count:34, statuses_count:135, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 306962487079755776 3003 5.256553 2013-2013-baseline# TResult(id:306962487079755776, rsv:5.256552696228027, screen_name:amisblunt, epoch:1362020534, text:My mind says Victoria Secret model, but my heart says chocolate &amp; pizza., followers_count:64, statuses_count:599, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 306976881931071489 3004 5.256553 2013-2013-baseline# TResult(id:306976881931071489, rsv:5.256552696228027, screen_name:jlovemonee, epoch:1362023966, text:I just saw the PERFECT victoria secret bag for me!!! I mean my sister @ronettaws 😳, followers_count:604, statuses_count:44873, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 309741200867479552 3005 5.256553 2013-2013-baseline# TResult(id:309741200867479552, rsv:5.256552696228027, screen_name:jaclynfronczak, epoch:1362683031, text:how can Victoria secret not have a bra for me...way to let me down #tmi #getoverit, followers_count:285, statuses_count:13598, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 309741733560864768 3006 5.256553 2013-2013-baseline# TResult(id:309741733560864768, rsv:5.256552696228027, screen_name:jessica_beste, epoch:1362683158, text:Just bought the cutest bathing suit from Victoria's Secret #suchagoodpurchase now I just have to get my #bikinibod ready 👙💪, followers_count:265, statuses_count:5171, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 309745042849927168 3007 5.256553 2013-2013-baseline# TResult(id:309745042849927168, rsv:5.256552696228027, screen_name:AuntMaggieRocks, epoch:1362683947, text:FLASH GIVEAWAY!!! $75 Victoria Secret Gift Card Giveaway! Ends 3/10. http://t.co/Lmb0C3hQge, followers_count:2157, statuses_count:14054, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 312205396418912256 3008 5.256553 2013-2013-baseline# TResult(id:312205396418912256, rsv:5.256552696228027, screen_name:reyn_sorrell, epoch:1363270541, text:I'm a gay guy who wears Victoria secret thongs..... And I like it ;), followers_count:124, statuses_count:153, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 313757070820245504 3009 5.256553 2013-2013-baseline# TResult(id:313757070820245504, rsv:5.256552696228027, screen_name:Xokayleexo101, epoch:1363640489, text:When someone ratchet has the same victoria secret yoga pants as you... -__- #smh #kys, followers_count:734, statuses_count:525, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 317805576610529280 3010 5.256553 2013-2013-baseline# TResult(id:317805576610529280, rsv:5.256552696228027, screen_name:ohkaaayt, epoch:1364605728, text:New Adidas pants, and Victoria's Secret yoga pants and book bag. Successful day of shopping 💕👌, followers_count:270, statuses_count:19783, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 313768353472856065 3011 5.256553 2013-2013-baseline# TResult(id:313768353472856065, rsv:5.256552696228027, screen_name:GossipGawk, epoch:1363643179, text:Victoria's Secret Has Hired A New Angel - Daniel Goodman/Business Insider Karlie Kloss... http://t.co/wieNh5Ojn1, followers_count:50, statuses_count:221717, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 301350906782445570 3012 5.256553 2013-2013-baseline# TResult(id:301350906782445570, rsv:5.256552696228027, screen_name:Nynaisme, epoch:1360682629, text:Ada nk buat pre-order for body mist n perfume Victoria Secret ? Inform me., followers_count:582, statuses_count:35656, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 301347240943955968 3013 5.256553 2013-2013-baseline# TResult(id:301347240943955968, rsv:5.256552696228027, screen_name:RobertMarcus5W, epoch:1360681755, text:Amazon, Apple, and yes, Victoria’s Secret dominate the m-shopping ratings [ForeSee] http://t.co/YV56OFQR, followers_count:226, statuses_count:1053, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 314561177600548864 3014 5.256553 2013-2013-baseline# TResult(id:314561177600548864, rsv:5.256552696228027, screen_name:J_davis88, epoch:1363832203, text:It's so hard looking at Victoria's Secret bathing suits because I just stare at the models bodies #lesbianprobs #butdamn 😍😍, followers_count:365, statuses_count:15610, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 301652242338029568 3015 5.256553 2013-2013-baseline# TResult(id:301652242338029568, rsv:5.256552696228027, screen_name:ohMy_KC, epoch:1360754473, text:If u don't have a Valentine come to #ClubNV tomorrow for #PhuckYoValentine Party #SingleLyfe Edition Free Victoria Secret Giveaways, followers_count:758, statuses_count:31914, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 309346458157588481 3016 5.256553 2013-2013-baseline# TResult(id:309346458157588481, rsv:5.256552696228027, screen_name:Hazeeeey_, epoch:1362588917, text:My Victoria secret sweats are always to damn big. They go over my shoes. 🔫, followers_count:160, statuses_count:2857, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 297432785101127680 3017 5.256553 2013-2013-baseline# TResult(id:297432785101127680, rsv:5.256552696228027, screen_name:itsabbeybabe, epoch:1359748476, text:Day 1: lockscreen lmao just some Victoria's Secret models motivation to workout 💪 💋 😝 http://t.co/o6DS2Gs3, followers_count:585, statuses_count:3617, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 314486837769031680 3018 5.256553 2013-2013-baseline# TResult(id:314486837769031680, rsv:5.256552696228027, screen_name:jaymefletcher15, epoch:1363814479, text:the guy walking in front of me has a man purse and is carrying a Victoria's Secret bag #sassy, followers_count:135, statuses_count:2648, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 316361943323648000 3019 5.256553 2013-2013-baseline# TResult(id:316361943323648000, rsv:5.256552696228027, screen_name:Jrble, epoch:1364261539, text:“@ObsessedVS: #NothingFeelsBetterThan wearing new Victoria's Secret stuff. ❤💕💋🎀💄👙” i only thought of one person @LegallyyBlondee, followers_count:639, statuses_count:700, lang:null, in_reply_to_status_id:312562913036627968, in_reply_to_user_id:1038809677, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 297434349601693696 3020 5.256553 2013-2013-baseline# TResult(id:297434349601693696, rsv:5.256552696228027, screen_name:ruthnessly, epoch:1359748849, text:@jeniffler hey did you know i'm victoria and i have a secret. i sell underwear!!!, followers_count:61, statuses_count:4575, lang:en, in_reply_to_status_id:297428064269393921, in_reply_to_user_id:21931871, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 305723716149592064 3021 5.256553 2013-2013-baseline# TResult(id:305723716149592064, rsv:5.256552696228027, screen_name:AlexisHasick, epoch:1361725188, text:"@LoganAssley: I need. A job. I kinda want everything in Victoria's Secret. 😁💁", followers_count:516, statuses_count:2583, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 309558228579147777 3022 5.256553 2013-2013-baseline# TResult(id:309558228579147777, rsv:5.256552696228027, screen_name:Duhhrandall, epoch:1362639407, text:And Victoria secret would sell "pink" diapers and zoomies would sell "free world" diapers, followers_count:198, statuses_count:9284, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 309545389797830656 3023 5.256553 2013-2013-baseline# TResult(id:309545389797830656, rsv:5.256552696228027, screen_name:JMcQueezy, epoch:1362636346, text:@axeslasher haha I honestly have no idea. I've been true to Victoria's Secret for many many years now., followers_count:224, statuses_count:8309, lang:null, in_reply_to_status_id:309544980358242304, in_reply_to_user_id:481793630, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 305716497744031744 3024 5.256553 2013-2013-baseline# TResult(id:305716497744031744, rsv:5.256552696228027, screen_name:JustTheFab, epoch:1361723467, text:Victoria Secret Model, Selita Ebanks &amp; Terrance J Call It Quits!!! http://t.co/l10qUVwklf, followers_count:546, statuses_count:29302, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 302579976253870080 3025 5.256553 2013-2013-baseline# TResult(id:302579976253870080, rsv:5.256552696228027, screen_name:nataliecormackx, epoch:1360975662, text:When my bra and pants match I feel like a Victoria's Secret model. SO TRUE., followers_count:791, statuses_count:330, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 302580580221087744 3026 5.256553 2013-2013-baseline# TResult(id:302580580221087744, rsv:5.256552696228027, screen_name:stylemeinPINK, epoch:1360975806, text:Look what I found on @eBay! http://t.co/8jkLnk7N     VICTORIA'S SECRET LOVE PINK RAZOR BACK TANK SIZE SMALL NWT, followers_count:434, statuses_count:15203, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 318021935571300353 3027 5.256553 2013-2013-baseline# TResult(id:318021935571300353, rsv:5.256552696228027, screen_name:roww_hit, epoch:1364657312, text:@GabrielH_OvOXO @02_Bass both of you are getting pink thongs from victorias secret.. #pantyparty !!!, followers_count:70, statuses_count:275, lang:en, in_reply_to_status_id:318019671280459776, in_reply_to_user_id:707416825, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 312045866062073856 3028 5.256553 2013-2013-baseline# TResult(id:312045866062073856, rsv:5.256552696228027, screen_name:michellelevett1, epoch:1363232506, text:Victoria Beckham's skincare secrets: Beckham hailed leading skincare consultant Dr. Harold Lancer as having th... http://t.co/ZxrYjsGrnb, followers_count:667, statuses_count:10316, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 311537684202024960 3029 5.256553 2013-2013-baseline# TResult(id:311537684202024960, rsv:5.256552696228027, screen_name:duckydeals, epoch:1363111346, text:Victoria's Secret Pink Favorites: 2 for $30 or 2 for $40 #clothing &amp; accessories http://t.co/WzvHUwnAFp, followers_count:190, statuses_count:18708, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 301045192360869890 3030 5.256553 2013-2013-baseline# TResult(id:301045192360869890, rsv:5.256552696228027, screen_name:modamob, epoch:1360609741, text:We're doing a Victoria's Secret Giveaway and THREE winners will be chosen! Enter right here: http://t.co/MzJFI6Ui, followers_count:886, statuses_count:2397, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 316522253804261376 3031 5.256553 2013-2013-baseline# TResult(id:316522253804261376, rsv:5.256552696228027, screen_name:1053zackfm, epoch:1364299760, text:Victoria’s Secret “Bright Young Things” Line Targets Teens - parents are freaking out that this is inappropriate.... http://t.co/3au3DAqK52, followers_count:2, statuses_count:934, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 316528503325618177 3032 5.256553 2013-2013-baseline# TResult(id:316528503325618177, rsv:5.256552696228027, screen_name:raenism, epoch:1364301250, text:A dad emailed Victoria Secret about their recent ad of new underwear line aimed at middle school girls., followers_count:86, statuses_count:5574, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 297450078216540160 3033 5.256553 2013-2013-baseline# TResult(id:297450078216540160, rsv:5.256552696228027, screen_name:HeyitsAllyssa, epoch:1359752599, text:@mmhcarcass it's all good! Btw I've been listening "Victoria Has No Secrets" a lot lately 😊, followers_count:251, statuses_count:4501, lang:en, in_reply_to_status_id:297444483056939008, in_reply_to_user_id:339910158, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 307843827786465281 3034 5.256553 2013-2013-baseline# TResult(id:307843827786465281, rsv:5.256552696228027, screen_name:sandrasmith88, epoch:1362230662, text:#2: Victoria's Secret Garden Love Spell Refreshing Body Mist Splash 8.4 oz http://t.co/81SCLmUgb2 #shopping #sale, followers_count:8, statuses_count:106726, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 297972013207781376 3035 5.256553 2013-2013-baseline# TResult(id:297972013207781376, rsv:5.256552696228027, screen_name:mikayllaaaa, epoch:1359877038, text:“@girlposts: My mind says Victoria Secret model, but my heart says chocolate, pizza, food.”, followers_count:161, statuses_count:1762, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 299755863294496769 3036 5.256553 2013-2013-baseline# TResult(id:299755863294496769, rsv:5.256552696228027, screen_name:SweetSouthernB2, epoch:1360302341, text:I swear to God I think I'm a hoarder of Victoria Secret bags! #NotShamed ;), followers_count:694, statuses_count:1773, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 299758178571264000 3037 5.256553 2013-2013-baseline# TResult(id:299758178571264000, rsv:5.256552696228027, screen_name:yota_store, epoch:1360302893, text:Victoria Secret Body Lotion is available in YOTA for a very limited quantity. Get Yours Now:... http://t.co/Pw4A9L04, followers_count:106, statuses_count:457, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 299749030769090560 3038 5.256553 2013-2013-baseline# TResult(id:299749030769090560, rsv:5.256552696228027, screen_name:KristynOoh, epoch:1360300712, text:THEY TOOK MY VICTORIA'S SECRET ANGEL EYES ....... my most prized (make up) possession ., followers_count:278, statuses_count:12473, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 311922553541251072 3039 5.256553 2013-2013-baseline# TResult(id:311922553541251072, rsv:5.256552696228027, screen_name:Craptacula, epoch:1363203106, text:Alessandra Ambrosio Shows Off A Whole Lotta Leg: Alessandra Ambrosio and fellow Victoria's Secret model Candic... http://t.co/TNGnrMv5Qy, followers_count:28, statuses_count:37399, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 311917012857282560 3040 5.256553 2013-2013-baseline# TResult(id:311917012857282560, rsv:5.256552696228027, screen_name:riazlalanil, epoch:1363201785, text:When my Victorias Secret VIP card comes in the mail&gt;&gt;&gt;&gt; #bestdayever, followers_count:43, statuses_count:135, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 311918019507019776 3041 5.256553 2013-2013-baseline# TResult(id:311918019507019776, rsv:5.256552696228027, screen_name:Team_Meghann, epoch:1363202025, text:There's a freaking Victoria's Secret party in Miami right now I would do anything to go to that 😍, followers_count:550, statuses_count:27494, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 300639045325832194 3042 5.256553 2013-2013-baseline# TResult(id:300639045325832194, rsv:5.256552696228027, screen_name:PrettyRetro_, epoch:1360512908, text:Cashing myself out at Victoria secret on valentines day, as if I have someone to impress. 😳💘, followers_count:1071, statuses_count:38522, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 309452884435685376 3043 5.256553 2013-2013-baseline# TResult(id:309452884435685376, rsv:5.256552696228027, screen_name:tayknowless, epoch:1362614291, text:The day I look like a Victoria's Secret model will be the day I'm totally content with my life., followers_count:199, statuses_count:10039, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 309447771591675904 3044 5.256553 2013-2013-baseline# TResult(id:309447771591675904, rsv:5.256552696228027, screen_name:KelseyMSobush, epoch:1362613072, text:"You know what's great? The service at Victoria secret!" -Bob #Uhhh #StepDadProblems #Awkward, followers_count:181, statuses_count:140, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 300649036120219649 3045 5.256553 2013-2013-baseline# TResult(id:300649036120219649, rsv:5.256552696228027, screen_name:Sheener_Weener, epoch:1360515290, text:Its a pants off kindof day. Thank god for Victoria Secret to make my ass look good., followers_count:177, statuses_count:5941, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 312233112383930368 3046 5.256553 2013-2013-baseline# TResult(id:312233112383930368, rsv:5.256552696228027, screen_name:VSecretUpdate, epoch:1363277149, text:News: Karlie Kloss Is Now a Victoria's Secret Angel; Taylor Swift Debuts Music ... http://t.co/7qinmyZJFQ, followers_count:2127, statuses_count:10121, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 312319116587442176 3047 5.256553 2013-2013-baseline# TResult(id:312319116587442176, rsv:5.256552696228027, screen_name:mallykelley, epoch:1363297654, text:I try to stay out of Victoria's Secret when I go to the mall.. But it doesn't happen, followers_count:251, statuses_count:18460, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
