MB099 Q0 34643181832241154 1 5.818180 2011-2012-baseline# TResult(id:34643181832241154, rsv:5.818179607391357, screen_name:TrendsGoogle, epoch:1297094552, text:superbowl score by quarter, best superbowl commercials 2011, ...: superbowl score by quarter best superbowl commercials 2011 super bo..., followers_count:17, statuses_count:2655, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34317891583090688 2 5.162620 2011-2012-baseline# TResult(id:34317891583090688, rsv:5.162619590759277, screen_name:ChristineStfu, epoch:1297016997, text:Gonna shower then wait for the Superbowl to come on. I just wanna watch the commercials lol. Superbowl commercials are the best/funniest., followers_count:291, statuses_count:44634, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34395147663835137 3993 1.978337 2011-2012-baseline# TResult(id:34395147663835137, rsv:1.9783369302749634, screen_name:TheBoldSoul, epoch:1297035416, text:Anyone know a website offering live superbowl streaming for free? In English?, followers_count:47, statuses_count:3855, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34395170430517248 3994 1.978337 2011-2012-baseline# TResult(id:34395170430517248, rsv:1.9783369302749634, screen_name:Meli_727, epoch:1297035422, text:Watching the holiday. Who cares about the superbowl? Not me :), followers_count:235, statuses_count:3824, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34395171823030272 3995 1.978337 2011-2012-baseline# TResult(id:34395171823030272, rsv:1.9783369302749634, screen_name:Miss_Sakia, epoch:1297035422, text:This is my first year not attending a superbowl party....#nobueno, followers_count:343, statuses_count:14571, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34395246083321856 3996 1.978337 2011-2012-baseline# TResult(id:34395246083321856, rsv:1.9783369302749634, screen_name:senornunes, epoch:1297035440, text:Do you get re-racks in the Superbowl? Might make it more interesting..., followers_count:174, statuses_count:170, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34395341616971776 3997 1.978337 2011-2012-baseline# TResult(id:34395341616971776, rsv:1.9783369302749634, screen_name:MovieMakingDel, epoch:1297035463, text:Superbowl on now! Don't miss any action - watch it online: http://bit.ly/dY4wZq, followers_count:244, statuses_count:86, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34395373300613121 3998 1.978337 2011-2012-baseline# TResult(id:34395373300613121, rsv:1.9783369302749634, screen_name:KellyGeer, epoch:1297035470, text:"watching the superbowl" (@ 329 comstock ave) http://4sq.com/fazPP0, followers_count:413, statuses_count:4938, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34395374164774912 3999 1.978337 2011-2012-baseline# TResult(id:34395374164774912, rsv:1.9783369302749634, screen_name:skylos, epoch:1297035470, text:@AaronWuzHere I hear you there.  I could not care less about the superbowl., followers_count:915, statuses_count:5661, lang:null, in_reply_to_status_id:34394916327006209, in_reply_to_user_id:25588984, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34395515059707904 4000 1.978337 2011-2012-baseline# TResult(id:34395515059707904, rsv:1.9783369302749634, screen_name:NikolasNRB, epoch:1297035504, text:Im havin a superbowl party... Didnt tell nobody doe lol, followers_count:246, statuses_count:38534, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34395619195883521 4001 1.978337 2011-2012-baseline# TResult(id:34395619195883521, rsv:1.9783369302749634, screen_name:laughingtart, epoch:1297035529, text:that is SO not the way to start a superbowl! Come on guys!, followers_count:28, statuses_count:2015, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34395679434473472 4002 1.978337 2011-2012-baseline# TResult(id:34395679434473472, rsv:1.9783369302749634, screen_name:iggypopp, epoch:1297035543, text:Superbowl party! Black n Yellow, Black n Yellow!, followers_count:88, statuses_count:462, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34395791636299776 4003 1.978337 2011-2012-baseline# TResult(id:34395791636299776, rsv:1.9783369302749634, screen_name:SamanthaAnn0616, epoch:1297035570, text:How embarrassing to screw up the National Anthem at the SuperBowl. Wow., followers_count:40, statuses_count:175, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34395856513798144 4004 1.978337 2011-2012-baseline# TResult(id:34395856513798144, rsv:1.9783369302749634, screen_name:tanyachanel, epoch:1297035585, text:im not watching the superbowl. i know yall arent surprised. lol., followers_count:172, statuses_count:4573, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34395948922707968 4005 1.978337 2011-2012-baseline# TResult(id:34395948922707968, rsv:1.9783369302749634, screen_name:BieberTeamMA, epoch:1297035607, text:Rt if your just watching the superbowl for justins commerical ;), followers_count:892, statuses_count:33267, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34395967528636418 4006 1.978337 2011-2012-baseline# TResult(id:34395967528636418, rsv:1.9783369302749634, screen_name:FootballAll, epoch:1297035612, text:Is 2012 Politics Behind Obama's No Pick For The 2011 Superbowl? http://bit.ly/f1U5go, followers_count:1896, statuses_count:19215, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34396036378136576 4007 1.978337 2011-2012-baseline# TResult(id:34396036378136576, rsv:1.9783369302749634, screen_name:_PoeticBirth_, epoch:1297035628, text:Um is there a football team that has never been to the superbowl?, followers_count:203, statuses_count:2599, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34396086642675715 4008 1.978337 2011-2012-baseline# TResult(id:34396086642675715, rsv:1.9783369302749634, screen_name:Domo_origato, epoch:1297035640, text:Reblog if the highlights of the Superbowl are the food items being served http://tumblr.com/xfw1g5cu11, followers_count:98, statuses_count:3522, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34396088421064704 4009 1.978337 2011-2012-baseline# TResult(id:34396088421064704, rsv:1.9783369302749634, screen_name:Jendepo182, epoch:1297035641, text:The superbowl is always so mediocre when it's not a team you care about., followers_count:179, statuses_count:2328, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34396245590024192 4010 1.978337 2011-2012-baseline# TResult(id:34396245590024192, rsv:1.9783369302749634, screen_name:daveTedstone, epoch:1297035678, text:Will never run Rugby down again, Superbowl what a load of ........., followers_count:354, statuses_count:285, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34396317870460928 4011 1.978337 2011-2012-baseline# TResult(id:34396317870460928, rsv:1.9783369302749634, screen_name:SteLakez, epoch:1297035695, text:Watching superbowl whilst fat knob stevens is somehow winning on roulette, followers_count:53, statuses_count:1712, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34396337600466944 4012 1.978337 2011-2012-baseline# TResult(id:34396337600466944, rsv:1.9783369302749634, screen_name:Mimi1989, epoch:1297035700, text:I could pretend I knew what the superbowl was.... But I don't! Mehh, followers_count:143, statuses_count:234, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34396548112588800 4013 1.978337 2011-2012-baseline# TResult(id:34396548112588800, rsv:1.9783369302749634, screen_name:OhDayumStaceyx3, epoch:1297035750, text:SUPERBOWL (: And eating Meetball Sandwich ; STEELERS legoo &lt;3', followers_count:157, statuses_count:1701, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34396707210928128 4014 1.978337 2011-2012-baseline# TResult(id:34396707210928128, rsv:1.9783369302749634, screen_name:Ghutta_MacP, epoch:1297035788, text:Jordy this is the superbowl son...u gotta catch that, followers_count:763, statuses_count:55816, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34396826295607296 4015 1.978337 2011-2012-baseline# TResult(id:34396826295607296, rsv:1.9783369302749634, screen_name:Thomas_Burgess, epoch:1297035817, text:I don't think the build up for the superbowl was long enough, followers_count:103, statuses_count:690, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34396828573114369 4016 1.978337 2011-2012-baseline# TResult(id:34396828573114369, rsv:1.9783369302749634, screen_name:runwithneedles, epoch:1297035817, text:My fashion commentary for the superbowl: That's a lot of yellow pants., followers_count:361, statuses_count:2228, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34396840317161472 4017 1.978337 2011-2012-baseline# TResult(id:34396840317161472, rsv:1.9783369302749634, screen_name:Krystal777, epoch:1297035820, text:I'm not gonna pretend to be into #nfl just cuz is superbowl sunday., followers_count:62, statuses_count:3742, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34397095490224130 4018 1.978337 2011-2012-baseline# TResult(id:34397095490224130, rsv:1.9783369302749634, screen_name:gottagetfocused, epoch:1297035881, text:#Random I'm probably the only one not watching the superbowl #ohwell, followers_count:169, statuses_count:2298, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34397188918345728 4019 1.978337 2011-2012-baseline# TResult(id:34397188918345728, rsv:1.9783369302749634, screen_name:kathglenn, epoch:1297035903, text:Watching the superbowl with brodé, Katie, and grant!, followers_count:188, statuses_count:3470, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34397238897676288 4020 1.978337 2011-2012-baseline# TResult(id:34397238897676288, rsv:1.9783369302749634, screen_name:BrittniLeigh, epoch:1297035915, text:Moaning and groaning over my terrible superbowl square numbers. Wahhhh, followers_count:80, statuses_count:2359, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34397513633120256 4021 1.978337 2011-2012-baseline# TResult(id:34397513633120256, rsv:1.9783369302749634, screen_name:HeyHeyYouAndMe, epoch:1297035980, text:@Obsessed_Hannah Superbowl trending. Get with it. and watch ;), followers_count:173, statuses_count:768, lang:null, in_reply_to_status_id:34394530115489793, in_reply_to_user_id:105275500, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34397544175894528 4022 1.978337 2011-2012-baseline# TResult(id:34397544175894528, rsv:1.9783369302749634, screen_name:jojoholliwood, epoch:1297035988, text:I think ppl celebrate superbowl more than they do christmas n new years wow!, followers_count:360, statuses_count:1018, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34397636706443265 4023 1.978337 2011-2012-baseline# TResult(id:34397636706443265, rsv:1.9783369302749634, screen_name:ClaudiaBelle17, epoch:1297036010, text:Superbowl watch XD....i pick..........Greenbay Packers MCRmy Killjoys, followers_count:43, statuses_count:460, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34397673360465921 4024 1.978337 2011-2012-baseline# TResult(id:34397673360465921, rsv:1.9783369302749634, screen_name:Gen_x3, epoch:1297036019, text::( RT @darleny__: Sony watching the superbowl too LOL http://plixi.com/p/75379044, followers_count:116, statuses_count:9411, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34397790717083648 4025 1.978337 2011-2012-baseline# TResult(id:34397790717083648, rsv:1.9783369302749634, screen_name:Cryssy_M, epoch:1297036047, text:shoutout to @staylo77 and @nikkiwestcarr who watch the superbowl just to look at the men, followers_count:175, statuses_count:2733, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34397795217580033 4026 1.978337 2011-2012-baseline# TResult(id:34397795217580033, rsv:1.9783369302749634, screen_name:gatchaTIN, epoch:1297036048, text:watchin superbowl at the house bought mcdonalds for the fam haha, followers_count:131, statuses_count:1978, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34397806957428736 4027 1.978337 2011-2012-baseline# TResult(id:34397806957428736, rsv:1.9783369302749634, screen_name:ColonelHitch, epoch:1297036050, text:@paleofuture Those who complain about those who complain about those who complain about the Superbowl., followers_count:187, statuses_count:11562, lang:null, in_reply_to_status_id:34397406648864768, in_reply_to_user_id:16877374, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34397911601127425 4028 1.978337 2011-2012-baseline# TResult(id:34397911601127425, rsv:1.9783369302749634, screen_name:xcalliebeasley, epoch:1297036075, text:Pizza, cake, and superbowl for my two favorite mens 5th birthday! #ItDoesntGetBetter, followers_count:67, statuses_count:1238, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34398040227840002 4029 1.978337 2011-2012-baseline# TResult(id:34398040227840002, rsv:1.9783369302749634, screen_name:WillORourke, epoch:1297036106, text:single malt 12 year old glenfiddich + superbowl = awesome #superbowl, followers_count:69, statuses_count:436, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34398058477404160 4030 1.978337 2011-2012-baseline# TResult(id:34398058477404160, rsv:1.9783369302749634, screen_name:Chandni_x, epoch:1297036110, text:WTF is superbowl? LOL *blondee moment* hehe x, followers_count:263, statuses_count:4996, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34411582012260352 4031 1.978337 2011-2012-baseline# TResult(id:34411582012260352, rsv:1.9783369302749634, screen_name:Ilana_Illness, epoch:1297039335, text:Superbowl...? More like superBOWEL. Cause football is SHIT., followers_count:312, statuses_count:4213, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34411723372892160 4032 1.978337 2011-2012-baseline# TResult(id:34411723372892160, rsv:1.9783369302749634, screen_name:prettyboyedu, epoch:1297039368, text:Please don't tweet superbowl scores to me. I may die., followers_count:84, statuses_count:6460, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34412102856740864 4033 1.978337 2011-2012-baseline# TResult(id:34412102856740864, rsv:1.9783369302749634, screen_name:johnnylostcause, epoch:1297039459, text:@simonpegg curious sir, does anyone watch the superbowl in your neck of the woods?, followers_count:375, statuses_count:1768, lang:null, in_reply_to_status_id:34411946430316544, in_reply_to_user_id:18713254, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34412298797850625 4034 1.978337 2011-2012-baseline# TResult(id:34412298797850625, rsv:1.9783369302749634, screen_name:D_rockDaQue, epoch:1297039506, text:Big Ben is great right? Cuz he won 2 superbowls right? #foh, followers_count:229, statuses_count:2227, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34412323338719233 4035 1.978337 2011-2012-baseline# TResult(id:34412323338719233, rsv:1.9783369302749634, screen_name:RhoyalPain, epoch:1297039511, text:Remember when Maurice shaved off his eyebrows freshman year when the Bears lost the superbowl, followers_count:352, statuses_count:10835, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34412516318646272 4036 1.978337 2011-2012-baseline# TResult(id:34412516318646272, rsv:1.9783369302749634, screen_name:PsilentAssassin, epoch:1297039557, text:It's over it's a wrap this superbowl about to be lopsided, followers_count:332, statuses_count:21990, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34412785169342464 4037 1.978337 2011-2012-baseline# TResult(id:34412785169342464, rsv:1.9783369302749634, screen_name:ChaseCobb, epoch:1297039622, text:Not even gonna watch the rest of the superbowl steelers lost. #cheesehead, followers_count:219, statuses_count:2387, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34413444606328832 4038 1.978337 2011-2012-baseline# TResult(id:34413444606328832, rsv:1.9783369302749634, screen_name:Loopyhr, epoch:1297039779, text:I had ONE rib tonight...oh yeah, superbowl crap food, check, followers_count:35, statuses_count:516, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34413709837209600 4039 1.978337 2011-2012-baseline# TResult(id:34413709837209600, rsv:1.9783369302749634, screen_name:ayomel12, epoch:1297039842, text:My mom is watching the superbowl and I thought she didn't like sports O.o, followers_count:77, statuses_count:1014, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34413743920263168 4040 1.978337 2011-2012-baseline# TResult(id:34413743920263168, rsv:1.9783369302749634, screen_name:alqaied, epoch:1297039850, text:Let's have a vote for best superbowl ad @JassimQ @aljouan @Dhari_ @aaltaweel @AlOnSi, followers_count:94, statuses_count:1586, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34413793677156352 4041 1.978337 2011-2012-baseline# TResult(id:34413793677156352, rsv:1.9783369302749634, screen_name:Zenja_C, epoch:1297039862, text:lol I'm never putting money on a superbowl game...every year I'm wrong, followers_count:52, statuses_count:1189, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34413966658633728 4042 1.978337 2011-2012-baseline# TResult(id:34413966658633728, rsv:1.9783369302749634, screen_name:Below_The_Storm, epoch:1297039903, text:still makes me laugh that the BBC uses a CBBC presenter for it's superbowl coverage., followers_count:228, statuses_count:2789, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34414043263406081 4043 1.978337 2011-2012-baseline# TResult(id:34414043263406081, rsv:1.9783369302749634, screen_name:AJonLBnew, epoch:1297039921, text:“@kevism: Greg who? Jordy Nelson getting it done for the Pack. #superbowl”, followers_count:63, statuses_count:565, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34414166014042112 4044 1.978337 2011-2012-baseline# TResult(id:34414166014042112, rsv:1.9783369302749634, screen_name:jennaG243, epoch:1297039951, text:“@Stan_iam: Liv gonna be poppin tonight @jennaG243, superbowl after party”I know smh, followers_count:198, statuses_count:2591, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34414171034488832 4045 1.978337 2011-2012-baseline# TResult(id:34414171034488832, rsv:1.9783369302749634, screen_name:H0t4Clarkii, epoch:1297039952, text:Would the superbowl just be over already. I just want to watch Gleeeeeeeeeeeeee, followers_count:60, statuses_count:831, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34414182413631488 4046 1.978337 2011-2012-baseline# TResult(id:34414182413631488, rsv:1.9783369302749634, screen_name:poeticPHRESH_, epoch:1297039955, text:New episode of Glee after the SuperBowl?! Yessssssssss!!!!!, followers_count:248, statuses_count:12932, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34414306598588416 4047 1.978337 2011-2012-baseline# TResult(id:34414306598588416, rsv:1.9783369302749634, screen_name:kush_N_kurls, epoch:1297039984, text:The Bucs needa make they way back to the superbowl ! Lol, followers_count:309, statuses_count:4150, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34414627961966593 4048 1.978337 2011-2012-baseline# TResult(id:34414627961966593, rsv:1.9783369302749634, screen_name:ImAbout2goCam, epoch:1297040061, text:This is the superbowl of injuries. Erbody in this bitch hurt. Fragile ass niggas, followers_count:518, statuses_count:4963, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34414653433970688 4049 1.978337 2011-2012-baseline# TResult(id:34414653433970688, rsv:1.9783369302749634, screen_name:NSRGarret, epoch:1297040067, text:@RacistTom because they already earned (cheh) their superbowl paychecks?, followers_count:243, statuses_count:46939, lang:null, in_reply_to_status_id:34414235295416320, in_reply_to_user_id:136800225, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34414797680283648 4050 1.978337 2011-2012-baseline# TResult(id:34414797680283648, rsv:1.9783369302749634, screen_name:tlearyyy, epoch:1297040101, text:I wish I enjoyed watching football so the superbowl would actually matter to me., followers_count:109, statuses_count:6185, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34414898393915392 4051 1.978337 2011-2012-baseline# TResult(id:34414898393915392, rsv:1.9783369302749634, screen_name:MrDrakeford, epoch:1297040125, text:i aint never seen a superbowl like this....everybody gettin hurt, followers_count:774, statuses_count:41762, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34415367728279552 4052 1.978337 2011-2012-baseline# TResult(id:34415367728279552, rsv:1.9783369302749634, screen_name:ImPRETTYdope, epoch:1297040237, text:I want some Superbowl food! Nachos, ham rolls, chips/dip, etc!, followers_count:437, statuses_count:22988, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34415404164063232 4053 1.978337 2011-2012-baseline# TResult(id:34415404164063232, rsv:1.9783369302749634, screen_name:lucyroth, epoch:1297040246, text:Lexie, you are a disgrace. The superbowl is on., followers_count:27, statuses_count:160, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34415472862564352 4054 1.978337 2011-2012-baseline# TResult(id:34415472862564352, rsv:1.9783369302749634, screen_name:Beesoonxo, epoch:1297040262, text:Dint realise how many brittish people actually loved this so called superbowl. Ok, followers_count:295, statuses_count:13200, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34415525748539392 4055 1.978337 2011-2012-baseline# TResult(id:34415525748539392, rsv:1.9783369302749634, screen_name:ReaL4_CHRiST, epoch:1297040275, text:@praiZer4lyfe just waiting on halftime of the SuperBowl lol. How was service bro?, followers_count:1062, statuses_count:21849, lang:null, in_reply_to_status_id:34414833843568640, in_reply_to_user_id:245235970, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34415579418857473 4056 1.978337 2011-2012-baseline# TResult(id:34415579418857473, rsv:1.9783369302749634, screen_name:A55i5, epoch:1297040288, text:Superbowl...q bosta.  ¬¬'  touchdown!! http://bit.ly/fEAkNu, followers_count:241, statuses_count:2642, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34415584041123840 4057 1.978337 2011-2012-baseline# TResult(id:34415584041123840, rsv:1.9783369302749634, screen_name:PinkiePromise09, epoch:1297040289, text:Dang last year superbowl was so much better... Sigh..., followers_count:201, statuses_count:2841, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34406923994406912 4058 1.978337 2011-2012-baseline# TResult(id:34406923994406912, rsv:1.9783369302749634, screen_name:JustYuhr_DREAM, epoch:1297038224, text:these superbowl commericals arent even that funny thooe -__-, followers_count:425, statuses_count:17093, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34406946941583360 4059 1.978337 2011-2012-baseline# TResult(id:34406946941583360, rsv:1.9783369302749634, screen_name:JayDreamMusic, epoch:1297038230, text:I rekon andy gray should be the commentator for the superbowl lol, followers_count:45, statuses_count:1660, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34406952855404546 4060 1.978337 2011-2012-baseline# TResult(id:34406952855404546, rsv:1.9783369302749634, screen_name:adyyy69, epoch:1297038231, text:efff the Superbowl, there's a Law & Order marathonn on &lt;3, followers_count:227, statuses_count:6130, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34406974221193216 4061 1.978337 2011-2012-baseline# TResult(id:34406974221193216, rsv:1.9783369302749634, screen_name:WorldOfMarcus, epoch:1297038236, text:@taramomo gasps you is not watching the SuperBowl game?!??, followers_count:452, statuses_count:12741, lang:null, in_reply_to_status_id:34406715134840835, in_reply_to_user_id:38014383, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34408282420420608 4062 1.978337 2011-2012-baseline# TResult(id:34408282420420608, rsv:1.9783369302749634, screen_name:Daddy_Bone, epoch:1297038548, text:IM NOT EVEN WATCHING SUPERBOWL & I DONT WANNA WATCH IT ALONE LOL, followers_count:2670, statuses_count:52144, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
