MB128 Q0 304306200781156352 1 5.987014 2013-2013-baseline# TResult(id:304306200781156352, rsv:5.987013816833496, screen_name:amaadius, epoch:1361387226, text:amadius**** Shop online safely and securely on Phoenix Online Clothing:   Phoenixo Online Clothing is an onlin... http://t.co/K7MiKNSQ, followers_count:72, statuses_count:3851, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 314051292857249793 2483 2.976972 2013-2013-baseline# TResult(id:314051292857249793, rsv:2.9769721031188965, screen_name:CouponsUK, epoch:1363710637, text:Crew Clothing: 5% #voucher code - £50 min spend - 5% off when you spend £50 at Crew Clothing using voucher code.… http://t.co/8Gn9jAglgX, followers_count:24780, statuses_count:126230, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 299695331107549184 2484 2.976972 2013-2013-baseline# TResult(id:299695331107549184, rsv:2.9769721031188965, screen_name:cheershop, epoch:1360287909, text:“@teeimbasciani: so like how can I buy this years uca clothing??????”try varsity .com or give me money and ill get you worlds clothing, followers_count:515, statuses_count:1743, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 310682197193527296 2485 2.976972 2013-2013-baseline# TResult(id:310682197193527296, rsv:2.9769721031188965, screen_name:Clydenator, epoch:1362907382, text:@heydeirdreamer kinda? Hahaha, it's just money they give us to spend it on ourselves. I call it clothes money kasi I spend it on clothes ☺, followers_count:192, statuses_count:4021, lang:null, in_reply_to_status_id:310680201552089088, in_reply_to_user_id:13473052, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 299905109213716481 2486 2.976972 2013-2013-baseline# TResult(id:299905109213716481, rsv:2.9769721031188965, screen_name:scoobereli92, epoch:1360337924, text:And why worry about your clothing? Look at the lilies of the field and how they grow. They don't work or make their clothing. - Matthew 6:28, followers_count:939, statuses_count:2151, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 301570885427544064 2487 2.976972 2013-2013-baseline# TResult(id:301570885427544064, rsv:2.9769721031188965, screen_name:princessshelbys, epoch:1360735076, text:This sucks im allergic to either what I shower with, what I wash my clothes with, or the fabric of certain clothes just don't know which one, followers_count:210, statuses_count:1702, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 301569769742684161 2488 2.976972 2013-2013-baseline# TResult(id:301569769742684161, rsv:2.9769721031188965, screen_name:JessicaBrianne3, epoch:1360734810, text:@Jones_TristanL it's gettin hot In here, SO HOT, so take off all yo clothes. 💁 I am gettin so hot I wanna take my clothes off "😂😂, followers_count:393, statuses_count:3042, lang:null, in_reply_to_status_id:301569135253544960, in_reply_to_user_id:745731206, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 301168714588495872 2489 2.976972 2013-2013-baseline# TResult(id:301168714588495872, rsv:2.9769721031188965, screen_name:THEASSHOLENIKE, epoch:1360639191, text:My dirty clothes basket will be full &amp; clothes all on the floor, I just don't see the point in doing laundry when I still have shit to wear, followers_count:389, statuses_count:42027, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 301167749906980864 2490 2.976972 2013-2013-baseline# TResult(id:301167749906980864, rsv:2.9769721031188965, screen_name:SadeJBreston, epoch:1360638961, text:Yo clothes, where you get em from? My bad I meant who... — Welp it depends which clothes do you speak of? Minnie... http://t.co/w6YCi18u, followers_count:768, statuses_count:56974, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 317819728192212992 2491 2.976972 2013-2013-baseline# TResult(id:317819728192212992, rsv:2.9769721031188965, screen_name:Kruxiium, epoch:1364609102, text:Dark Clothes = Gothic Light Clothes = Prep In between = Trying to be popular Too much makeup = Slut no Makeup = Ugly #FuckOurGeneration, followers_count:124, statuses_count:1282, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 312088677339770880 2492 2.976972 2013-2013-baseline# TResult(id:312088677339770880, rsv:2.9769721031188965, screen_name:_TeamNeka, epoch:1363242713, text:“@AlMaddin: I swear EVERYBODY starting clothing lines now, soon saying "I have a clothing line"will be just as bad as saying "I'm a Rapper"!, followers_count:751, statuses_count:48711, lang:null, in_reply_to_status_id:312088042963890177, in_reply_to_user_id:25783736, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 310463166431768576 2493 2.976972 2013-2013-baseline# TResult(id:310463166431768576, rsv:2.9769721031188965, screen_name:itschelsiii, epoch:1362855161, text:Glad that sarah&amp;I have come to a conclusion that it should be socially acceptable to not wear certain clothing items. Or any clothes at all., followers_count:605, statuses_count:6922, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 307085891866857472 2494 2.976972 2013-2013-baseline# TResult(id:307085891866857472, rsv:2.9769721031188965, screen_name:ChelseaWheel11, epoch:1362049956, text:@faycunningham thanks mate :) aww no i went last week, me and sarah going to an ark clothes sale early saturday morning 90% off clothes! Xxx, followers_count:22, statuses_count:4, lang:null, in_reply_to_status_id:307030511505772544, in_reply_to_user_id:50298159, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 299212709302517760 2495 2.976972 2013-2013-baseline# TResult(id:299212709302517760, rsv:2.9769721031188965, screen_name:BiggEstd0pe, epoch:1360172843, text:I want to do hair dressing I also want to have m clothing range and clothes shop but I also want do take on performing arts and music meh!, followers_count:230, statuses_count:666, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 308397941486415872 2496 2.976972 2013-2013-baseline# TResult(id:308397941486415872, rsv:2.9769721031188965, screen_name:garrettgregg, epoch:1362362773, text:Part of me says, "Just sleep on the clothes," but another part of me says, "Lay upon the clothes as you drift into a land if slumber.", followers_count:266, statuses_count:5413, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 311446386807816192 2497 2.976972 2013-2013-baseline# TResult(id:311446386807816192, rsv:2.9769721031188965, screen_name:ljoeyu, epoch:1363089579, text:''L.Joe: I wear clothes for girls Chunji: He doesn't fit in the guys' size Niel: And girls' clothes are really fanciful. He likes it!'', followers_count:298, statuses_count:61764, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 307879005409931264 2498 2.976972 2013-2013-baseline# TResult(id:307879005409931264, rsv:2.9769721031188965, screen_name:Levicroissant, epoch:1362239049, text:Go home. Put work clothes in wash. Fall asleep. Wake up. Put clothes in dryer. Shower. Dress. Leave for work. Forget wallet., followers_count:50, statuses_count:322, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 315463716336447488 2499 2.976972 2013-2013-baseline# TResult(id:315463716336447488, rsv:2.9769721031188965, screen_name:JoannaJmh, epoch:1364047385, text:@rachelkorine44 @JoannaJmh: Its gettin' hot in here so take off all your clothes , I am gettin' so hot I'm gonna take my clothes off !, followers_count:259, statuses_count:29771, lang:null, in_reply_to_status_id:315463524551905280, in_reply_to_user_id:1189160082, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 301308523336310785 2500 2.976972 2013-2013-baseline# TResult(id:301308523336310785, rsv:2.9769721031188965, screen_name:kimsuicoo, epoch:1360672524, text:where do you buy your fashown clothes? :) — I dont have fashyown clothes huhu puchu puchu lang mga damit ko.. =)... http://t.co/nL2YfvKx, followers_count:244, statuses_count:13982, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 312937625432502272 2501 2.976972 2013-2013-baseline# TResult(id:312937625432502272, rsv:2.9769721031188965, screen_name:Pony4love, epoch:1363445118, text:@sxcasian alright! cause I have quite alot of other clothes but I'm not selling yet but I can sponsor you? :) what kind of clothes you like?, followers_count:0, statuses_count:9, lang:null, in_reply_to_status_id:312937221701390338, in_reply_to_user_id:298373240, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 312325085090430976 2502 2.976972 2013-2013-baseline# TResult(id:312325085090430976, rsv:2.9769721031188965, screen_name:xtreemeneighbor, epoch:1363299077, text:Better gaan rewash it o "@phunmysweet: *steps on cloth* "neighbor: I luv u...yes I do... *spreads cloth*"", followers_count:980, statuses_count:43526, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 305361978413707264 2503 2.976972 2013-2013-baseline# TResult(id:305361978413707264, rsv:2.9769721031188965, screen_name:SSSmith_LLC, epoch:1361638943, text:I used to wear baggy clothes in high school when I weighed 140 lbs. Now I weigh 210 lbs. I can still fit my high school clothes. #planahead, followers_count:374, statuses_count:762, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 315825907069755392 2504 2.976972 2013-2013-baseline# TResult(id:315825907069755392, rsv:2.9769721031188965, screen_name:xivicykuquhy, epoch:1364133738, text:This lady is being aggy now. Y u Watching me pick out my daughters clothes. She keep sayin " u kno she got too much clothes" like bye!, followers_count:315, statuses_count:22, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 312028828824371200 2505 2.976972 2013-2013-baseline# TResult(id:312028828824371200, rsv:2.9769721031188965, screen_name:MarcoIsFAMOUS, epoch:1363228444, text:My OG Said, "You Better Go getcho Clothes Out For Tomorrow" -______- KNowing Damn Well I had My Clothes laid out for weeks, followers_count:288, statuses_count:14242, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 314914669364125696 2506 2.976972 2013-2013-baseline# TResult(id:314914669364125696, rsv:2.9769721031188965, screen_name:leilahkathryn_, epoch:1363916482, text:As the guy at J Crew is folding my clothes into my bag he says "beautiful clothes for a beautiful girl." and I think I'm going to marry him, followers_count:401, statuses_count:4524, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 314909598446395392 2507 2.976972 2013-2013-baseline# TResult(id:314909598446395392, rsv:2.9769721031188965, screen_name:uknowhatitmeans, epoch:1363915273, text:I've come to realize I got too many clothes. I have nowhere to put anything. No wonder its always a mess. Stacks on stacks of clothes., followers_count:78, statuses_count:841, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 311597926998765568 2508 2.976972 2013-2013-baseline# TResult(id:311597926998765568, rsv:2.9769721031188965, screen_name:bagofcrackers, epoch:1363125709, text:It's 15 years since Subways "Jared" dropped all that weight but he still wears those large clothes. Are they new or old clothes? I wonder, followers_count:135, statuses_count:1515, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 299734648492265472 2509 2.976972 2013-2013-baseline# TResult(id:299734648492265472, rsv:2.9769721031188965, screen_name:Missaiyianstood, epoch:1360297283, text::) RT @Mbugua_: You eat bacon with your clothes on? weirdo RT @Missaiyianstood: We don't have to take our clothes off to have a good time!, followers_count:273, statuses_count:37592, lang:null, in_reply_to_status_id:299734359508926464, in_reply_to_user_id:244201059, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 299732488442482688 2510 2.976972 2013-2013-baseline# TResult(id:299732488442482688, rsv:2.9769721031188965, screen_name:cdchavez4, epoch:1360296768, text:"You know what's better than buying clothe for other people babies? Buying your own baby clothe..."-Dad WHY IS MY DAD BEING MEAN TO ME TODAY, followers_count:50, statuses_count:992, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 308672555131228163 2511 2.976972 2013-2013-baseline# TResult(id:308672555131228163, rsv:2.9769721031188965, screen_name:MissAlexTurner, epoch:1362428246, text:All these facebook 'famous' people get clothes sent to them for free, y nt fair n i wna av clothes lyk dat, thats probably the only perk tho, followers_count:1435, statuses_count:10199, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 304301402514149377 2512 2.976972 2013-2013-baseline# TResult(id:304301402514149377, rsv:2.9769721031188965, screen_name:GearReport, epoch:1361386082, text:Bubele, Inc. Baby Clothing - Sale Price: $3.50, Retail Price: $10.00 (65% Off): Bubele, Inc. Baby Clothing - Sale... http://t.co/mjzjClgj, followers_count:980, statuses_count:62497, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 299247790494720003 2513 2.976972 2013-2013-baseline# TResult(id:299247790494720003, rsv:2.9769721031188965, screen_name:vanic_baby23, epoch:1360181207, text:We have to take our clothes off, we have to party all night! We have to take our clothes off, to have a good time! Ohhh ohh 😉, followers_count:514, statuses_count:24135, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 315017152979693568 2514 2.976972 2013-2013-baseline# TResult(id:315017152979693568, rsv:2.9769721031188965, screen_name:cherrypiesmith, epoch:1363940916, text:It's cold, windy and grey. And I think it's going to start snowing again. I need new clothes...all my clothes are perfect for Cali weather, followers_count:181, statuses_count:1617, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 302860860429316096 2515 2.976972 2013-2013-baseline# TResult(id:302860860429316096, rsv:2.9769721031188965, screen_name:KadiAbdul, epoch:1361042630, text:Every Sunday you go Claim you don't have Cloth to go to church. but if na Club, you Go get Clothes. U won't make heaven", followers_count:54, statuses_count:1105, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 297329773007499264 2516 2.976972 2013-2013-baseline# TResult(id:297329773007499264, rsv:2.9769721031188965, screen_name:DaniaLylia, epoch:1359723916, text:where do you buy your winter clothes? :) — My mum bought most of my winter clothes so i'm not so sure bout that,... http://t.co/OqVdRAJr, followers_count:156, statuses_count:3996, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 318117733499822080 2517 2.976972 2013-2013-baseline# TResult(id:318117733499822080, rsv:2.9769721031188965, screen_name:ohhsosweetmelx3, epoch:1364680152, text:my mom is always wearin my clothes then bitches when i say i need clothes -_- no shit sherlock cause you stretched all my shit out, followers_count:128, statuses_count:1509, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 297576448431108096 2518 2.976972 2013-2013-baseline# TResult(id:297576448431108096, rsv:2.9769721031188965, screen_name:_daisyMCarthy, epoch:1359782728, text:I hate putting away my clothes after doing laundry -_- if it was up to me my clothes would just stay in my chair &amp; on my desk *kanye shrug*, followers_count:236, statuses_count:32710, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 308650308555386880 2519 2.976972 2013-2013-baseline# TResult(id:308650308555386880, rsv:2.9769721031188965, screen_name:Scarz_, epoch:1362422942, text:Thick bush RT @_Wakeel: Babes wey dey wear all the designer cloth for this life,tell dem to off their clothes now na bush wey u go see, followers_count:887, statuses_count:51062, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 306128525210025984 2520 2.976972 2013-2013-baseline# TResult(id:306128525210025984, rsv:2.9769721031188965, screen_name:KAIKIM_bot, epoch:1361821702, text:@Oyak_O Oh thank you so much! I like big and comfy clothes! They are much easier to move around in than my usual tight clothes! &gt; A &lt; ), followers_count:41, statuses_count:486, lang:null, in_reply_to_status_id:305815761669206016, in_reply_to_user_id:1123860158, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 297981685293797376 2521 2.976972 2013-2013-baseline# TResult(id:297981685293797376, rsv:2.9769721031188965, screen_name:Don_Analogy, epoch:1359879344, text:At least u didn't wake up wit no cloths “@Prettyfce_La: Fell asleep in my clothes -___- I'm not drinking no more I swear yo”, followers_count:690, statuses_count:32166, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 314935871537287168 2522 2.976972 2013-2013-baseline# TResult(id:314935871537287168, rsv:2.9769721031188965, screen_name:marti_05, epoch:1363921537, text:So...after packing all of the clothes (except the closet), I already have 2 bags full of clothes to donate. Its time to get rid of a lot., followers_count:179, statuses_count:16565, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 298215496745111553 2523 2.976972 2013-2013-baseline# TResult(id:298215496745111553, rsv:2.9769721031188965, screen_name:kayteebug95, epoch:1359935089, text:I feel like I have it worse then other teenage girls. I have to fit all my clothes in half the closet space cause show clothes.. #ShowProbs, followers_count:152, statuses_count:1456, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 316930347000537088 2524 2.976972 2013-2013-baseline# TResult(id:316930347000537088, rsv:2.9769721031188965, screen_name:nidduhalos, epoch:1364397057, text:You do not need to wear nice clothes to have a nice heart but a nice heart will wear nice clothes because he knows He's watching =], followers_count:68, statuses_count:198, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 308340458554277888 2525 2.976972 2013-2013-baseline# TResult(id:308340458554277888, rsv:2.9769721031188965, screen_name:_LorSeven, epoch:1362349068, text:Clothes dry, just waiting for the 2nd load to dry&amp; 'im out. I'm mad hella my clothes gone, and my Boot. Tf yo., followers_count:1482, statuses_count:23248, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 308071343595876352 2526 2.976972 2013-2013-baseline# TResult(id:308071343595876352, rsv:2.9769721031188965, screen_name:OmelissamarieO, epoch:1362284906, text:I don't think I can ever have too many clothes in my closet. I tried to get rid of some of my clothes. It was a FAIL...., followers_count:921, statuses_count:2465, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 298444585439477761 2527 2.976972 2013-2013-baseline# TResult(id:298444585439477761, rsv:2.9769721031188965, screen_name:MariaBovaaa, epoch:1359989708, text:My dad said he'd put my clothes in the dryer last night so I could go to bed. I wake up &amp; all my clothes… http://t.co/2me1doiM, followers_count:178, statuses_count:15239, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 305791735206928385 2528 2.976972 2013-2013-baseline# TResult(id:305791735206928385, rsv:2.9769721031188965, screen_name:eriklatshaw, epoch:1361741405, text:So when you give your baby cloth diapers you're an environmentalist but I bring my cloth toilet paper over &amp; I've "ruined your Oscar party", followers_count:198, statuses_count:1822, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 302695122502557696 2529 2.976972 2013-2013-baseline# TResult(id:302695122502557696, rsv:2.9769721031188965, screen_name:GI_Jobey, epoch:1361003115, text:I don't wanna take my clothes off, wrap my hair, use the restroom, brush my teeth. I just wanna go to sleep in my clothes. :-(, followers_count:232, statuses_count:4965, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 316378426909024257 2530 2.976972 2013-2013-baseline# TResult(id:316378426909024257, rsv:2.9769721031188965, screen_name:ageKAOSage, epoch:1364265469, text:@REALRapBeauty u gonna "but" them clothes..lmaoo plz tell me you wasnt trying to say your gon steal clothes for them in ya butt. Come'on son, followers_count:244, statuses_count:105866, lang:null, in_reply_to_status_id:316377769938391040, in_reply_to_user_id:134539952, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 304645113139834881 2531 2.976972 2013-2013-baseline# TResult(id:304645113139834881, rsv:2.9769721031188965, screen_name:RickyNesbitt, epoch:1361468029, text:Bought a new toshiba laptop last week ! A 400 euro pittbull, new clothes and runners last week new clothes and kicks today and 140 of ponsa, followers_count:367, statuses_count:9346, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 310804003971817473 2532 2.976972 2013-2013-baseline# TResult(id:310804003971817473, rsv:2.9769721031188965, screen_name:dollfacenati, epoch:1362936423, text:whenever i get a new pair of shoes i HAVE to get some new clothes too .. it doesn't feel right wearing new shoes with old clothes on to me ., followers_count:1196, statuses_count:44332, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 311237221057445889 2533 2.976972 2013-2013-baseline# TResult(id:311237221057445889, rsv:2.9769721031188965, screen_name:Stephanietely, epoch:1363039710, text:If I try on clothes while listening to Beyonce, will I end up looking more like Beyonce in those clothes? The science experiment of my life., followers_count:271, statuses_count:5048, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 306468586812223488 2534 2.976972 2013-2013-baseline# TResult(id:306468586812223488, rsv:2.9769721031188965, screen_name:RebeccaNewbery, epoch:1361902779, text:My theory to eat less and buy more clothes is shit, I feel bad as a dog and I've only missed dinner, your not worth it clothes., followers_count:330, statuses_count:1650, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 302611584516247552 2535 2.976972 2013-2013-baseline# TResult(id:302611584516247552, rsv:2.9769721031188965, screen_name:aleedubbs, epoch:1360983198, text:Spent $200 on dance clothes yesterday. My spending habits are getting out of hand. Haha I have too many dance clothes for my own good!, followers_count:229, statuses_count:4993, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 300110084866973696 2536 2.976972 2013-2013-baseline# TResult(id:300110084866973696, rsv:2.9769721031188965, screen_name:roroselle, epoch:1360386794, text:And why worry about your clothing? Look at the lilies of the field and how they grow. They don't work or make their clothing. Matt. 6:28 ❤, followers_count:346, statuses_count:28971, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 304072867446931456 2537 2.976972 2013-2013-baseline# TResult(id:304072867446931456, rsv:2.9769721031188965, screen_name:LumpySpaceHomie, epoch:1361331595, text:I mean if I had money... I'd have such cool clothes. I mean My clothes now are cool. But like. I want more. ya know., followers_count:208, statuses_count:12995, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 313815136756432896 2538 2.976972 2013-2013-baseline# TResult(id:313815136756432896, rsv:2.9769721031188965, screen_name:UhmmmmJocelyne, epoch:1363654333, text:I got woken up from my nap to fold clothes -_- I Hate folding clothes nd I especially hate when they wake me up from my nap ., followers_count:235, statuses_count:21340, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 304063103123980291 2539 2.976972 2013-2013-baseline# TResult(id:304063103123980291, rsv:2.9769721031188965, screen_name:jaazaniahtipton, epoch:1361329267, text:I always think I need more clothes but when I look in my closet I actually have a lot of clothes...and half I don't even wear, followers_count:118, statuses_count:4900, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 298539246699040769 2540 2.976972 2013-2013-baseline# TResult(id:298539246699040769, rsv:2.9769721031188965, screen_name:HannahMcCarrthy, epoch:1360012277, text:@_vickerz Thanks! So hoping I get it! Shoes, clothes, more shoes, more clothes, alcohol, dublin, v fest, napa! Current shopping list!, followers_count:177, statuses_count:1097, lang:en, in_reply_to_status_id:298538605243146240, in_reply_to_user_id:271559311, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 303848778392289281 2541 2.976972 2013-2013-baseline# TResult(id:303848778392289281, rsv:2.9769721031188965, screen_name:LidoMonsterr, epoch:1361278168, text:@heyymickey524 it is absolutely the worst. I have all these baby clothes and tiny diapers, i get upset when i get 9 month clothes. Lol!, followers_count:300, statuses_count:29192, lang:null, in_reply_to_status_id:303848367354675203, in_reply_to_user_id:33964705, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 308698094252466176 2542 2.976972 2013-2013-baseline# TResult(id:308698094252466176, rsv:2.9769721031188965, screen_name:DevonHernly, epoch:1362434335, text:I love how girls in the summer, wear short shorts, with uggs, and north face's around town. Make your mind, cold clothes, or warm clothes., followers_count:297, statuses_count:6874, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 302566437027983360 2543 2.976972 2013-2013-baseline# TResult(id:302566437027983360, rsv:2.9769721031188965, screen_name:Claudia_Wickens, epoch:1360972434, text:Topshop actually have the nicest clothes and its depressing cause I want them but I have no money and I just want the clothes but just oh:(, followers_count:808, statuses_count:2508, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 311140525560438786 2544 2.976972 2013-2013-baseline# TResult(id:311140525560438786, rsv:2.9769721031188965, screen_name:RyanLidholm, epoch:1363016656, text:So I'm leaving for Jamaica in 12 days and need 100 pounds of cloths to bring. If anyone has old clothes they'd like to donate, let me know., followers_count:88, statuses_count:565, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 308437745422966785 2545 2.976972 2013-2013-baseline# TResult(id:308437745422966785, rsv:2.9769721031188965, screen_name:OhMaiIshSarah, epoch:1362372263, text:@Ivizzy_Medina13 haha right? &amp;when my mom found a condom in her clothes and his. My sister said it was mine. I wasn't washing my clothes atm, followers_count:98, statuses_count:402, lang:null, in_reply_to_status_id:308434091357921280, in_reply_to_user_id:594128712, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
